Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
PolyOne Corp.,POL,Materials,Chemicals,9,411,-,-,32.37,2.41,0.1950,4,0.78,A10,0.1750,12-13-18,1-9-19,11.43,29.6 ,20.5 ,24.9 ,n/a,n/a,0.839,,33.48,13.89,12,2.33,1.39,0.74,4.21,31.20,10.70,8.87,29.70,9.95,"2,580",0.7,2.18,13.4 ,27.3 ,61.2 ,0.77,0.84,0.92,1.01,1.11,4.66,14.4,1.75 ,23.7,-29.2,5.1,-17.1,,2011,0,6.8
Pool Corp.,POOL,Consumer Discretionary,Distributors,8,502,-,-,149.91,1.20,0.4500,4,1.80,B31,0.3700,5-17-18,6-1-18,21.62,21.1 ,19.8 ,18.7 ,12.9 ,1.446 ,0.940,,32.55,27.11,12,5.53,1.59,2.06,16.26,83.90,22.10,9.96,19.90,17.00,"6,120",0.7,1.56,(7.2),19.9 ,342.6 ,1.89,2.08,2.29,2.52,2.77,11.55,7.7,0.98 ,21.0,-14.8,-0.7,-1.9,,2011,0,18.8
Potomac Bancshares Inc.,PTBS,Financials,Banks,6,678,-,-,14.70,1.90,0.0700,4,0.28,B01,0.0650,7-20-17,8-1-17,7.69,3.7 ,8.8 ,18.5 ,(4.7),n/a,n/a,2018 = Year 6,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.4 ,n/a,0.29,0.30,0.31,0.32,0.32,1.53,10.4,n/a,n/a,n/a,n/a,n/a,OTC,2014,0,n/a
Power Integrations Inc.,POWI,Information Technology,Semiconductors & Semiconductor Equipment,6,705,-,-,66.00,0.97,0.1600,4,0.64,C30,0.1400,2-27-18,3-30-18,14.29,14.3 ,10.1 ,14.9 ,38.3 ,0.388 ,0.489,,28.32,29.20,12,2.26,4.07,4.50,3.65,5.70,29.10,-0.30,30.40,7.18,"1,940",1.4,0.00,(13.4),15.8 ,117.7 ,0.70,0.71,0.76,0.82,0.88,3.87,5.9,0.99 ,39.4,-18.0,7.9,-1.9,,2013,0,5
Preferred Apartment Communities Inc.,APTS,Real Estate,Equity Real Estate Investment Trusts (REITs),9,416,-,-,15.90,6.54,0.2600,4,1.04,A16,0.2550,12-13-18,1-15-19,1.96,7.4 ,12.5 ,11.2 ,n/a,n/a,n/a,,n/a,n/a,12,-1.76,n/a,1.77,0.42,-4.90,46.60,-91.90,-56.80,7.00,658,0.2,1.46,n/a,17.7 ,n/a,1.11,1.12,1.20,1.28,1.37,6.09,38.3,0.59 ,21.0,-14.5,4.5,-0.7,,2011,0,-1.9
Preferred Bank,PFBC,Financials,Banks,6,764,-,-,46.56,2.58,0.3000,4,1.20,A22,0.2500,1-7-19,1-22-19,20.00,17.5 ,26.9 ,n/a,7.2 ,n/a,n/a,,25.86,10.03,12,4.64,1.00,3.54,1.75,14.50,31.80,5.05,13.70,10.00,692,1.4,0.25,n/a,n/a,(11.7),1.03,1.09,1.19,1.31,1.45,6.08,13.0,1.24 ,16.8,-33.0,0.5,-19.6,,2014,0,1.4
Primerica Inc.,PRI,Financials,Insurance,9,350,-,-,112.37,0.89,0.2500,4,1.00,C16,0.2000,2-14-18,3-16-18,25.00,28.2 ,16.0 ,17.8 ,n/a,n/a,1.159,,14.16,15.92,12,7.06,0.90,2.63,3.38,22.30,20.70,10.40,15.40,17.68,"4,880",0.6,0.88,2.8 ,18.7 ,54.6 ,1.10,1.21,1.33,1.46,1.61,6.72,6.0,1.36 ,24.8,-12.5,6.1,3.6,,2010,0,2.5
Primoris Services Corporation,PRIM,Industrials,Construction & Engineering,7,581,-,-,19.95,1.20,0.06,4,0.24,A15,0.055,12-28-17,1-15-18,9.09,6.7 ,6.3 ,12.2 ,17.0 ,0.718 ,6.098,,21.24,17.65,12,1.13,1.77,0.39,1.75,11.90,136.70,32.53,2.000 ,10.000 ,1020,4.4,0.63,(4.3),13.4 ,17.2 ,0.26,0.29,0.32,0.35,0.39,1.61,8.1,1.41,11.95,-30.96,-5.99,-18.62,,2012,0,4.8
Prologis Inc.,PLD,Real Estate,Equity Real Estate Investment Trusts (REITs),5,795,-,-,69.16,2.78,0.4800,4,1.92,C29,0.4400,3-14-18,3-29-18,9.09,9.1 ,8.1 ,11.4 ,2.1 ,5.425 ,0.185,,68.33,24.61,12,2.81,n/a,15.22,1.81,10.90,34.70,10.34,61.40,-6.05,"42,690",0.7,0.51,(10.5),14.2 ,40.7 ,2.11,2.32,2.35,2.37,2.39,11.55,16.7,0.99 ,25.3,0.3,8.5,6.5,,2014,0,5.9
Provident Financial Holdings Inc.,PROV,Financials,Thrifts & Mortgage Finance,8,447,-,-,17.10,3.27,0.1400,4,0.56,C11,0.1300,8-17-17,9-11-17,7.69,3.7 ,6.0 ,10.5 ,4.0 ,2.654 ,n/a,2018 = Year 8,70.89,21.65,6,0.79,n/a,2.96,1.04,3.50,-20.60,23.73,-26.50,-13.00,127,0.2,0.00,(7.9),13.8 ,0.0 ,0.57,0.62,0.63,0.63,0.64,3.09,18.1,0.38 ,16.6,-13.6,3.5,-3.9,,2012,0,0.4
Provident Financial Services Inc.,PFS,Financials,Thrifts & Mortgage Finance,8,523,-,-,24.71,3.40,0.2100,4,0.84,B31,0.2000,8-14-18,8-31-18,5.00,5.1 ,8.1 ,7.9 ,6.4 ,1.234 ,1.524,,51.53,15.16,12,1.63,1.89,4.76,1.21,7.80,10.20,3.80,5.20,8.00,"1,660",1.1,1.15,(3.8),11.3 ,(9.7),0.90,0.94,1.01,1.09,1.18,5.12,20.7,0.56 ,11.2,-15.1,1.0,-3.8,,2011,0,1
PS Business Parks Inc,PSB,Real Estate,Equity Real Estate Investment Trusts (REITs),5,836,-,-,145.19,2.89,1.0500,4,4.20,C12,0.8500,9-11-18,9-27-18,23.53,11.8 ,20.0 ,16.6 ,8.0 ,2.080 ,0.495,,70.83,24.48,12,5.93,n/a,9.65,4.96,21.00,42.60,3.05,33.60,n/a,"3,970",0.8,0.00,(4.9),19.5 ,132.3 ,4.18,4.31,4.44,4.57,4.71,22.20,15.3,0.52 ,34.6,0.1,6.5,13.0,,2014,0,7.9
Public Service Enterprise Group Inc.,PEG,Utilities,Multi-Utilities,7,589,N,N,54.55,3.30,0.4500,4,1.80,C30,0.4300,3-7-18,3-30-18,4.65,4.7 ,4.9 ,4.6 ,3.4 ,1.347 ,n/a,,62.94,19.07,12,2.86,2.65,2.99,1.91,15.50,-6.40,4.77,-8.20,7.21,"27,880",0.1,1.03,(11.2),7.9 ,27.2 ,1.82,1.90,2.04,2.19,2.35,10.30,18.9,0.45 ,18.1,-3.8,2.7,3.8,,2012,0,5
QNB Corp.,QNBC,Financials,Banks,8,472,-,-,39.00,3.28,0.3200,4,1.28,C30,0.3100,3-15-18,3-30-18,3.23,3.2 ,3.3 ,3.5 ,3.4 ,1.029 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.7 ,n/a,1.32,1.36,1.40,1.44,1.48,7.00,17.9,n/a,n/a,n/a,n/a,n/a,OTC,2011,0,n/a
QTS Realty Trust Inc.,QTS,Real Estate,Equity Real Estate Investment Trusts (REITs),5,801,-,-,42.11,3.89,0.4100,4,1.64,A05,0.3900,3-21-18,4-5-18,5.13,5.9 ,10.2 ,n/a,n/a,n/a,n/a,,n/a,n/a,12,-0.77,n/a,4.76,2.61,-2.60,-106.70,178.60,41.30,n/a,"2,180",1.1,1.45,n/a,n/a,n/a,1.64,1.80,1.85,1.91,1.97,9.17,21.8,0.79 ,33.3,-16.0,8.5,4.9,,2014,0,-0.9
Quest Diagnostics Inc.,DGX,Health Care,Health Care Providers & Services,8,562,-,-,87.35,2.43,0.5300,4,2.12,A18,0.5000,1-14-19,1-30-19,6.00,8.3 ,9.9 ,10.2 ,17.2 ,0.594 ,2.683,,39.92,16.45,12,5.31,2.36,1.56,2.23,16.80,4.70,3.46,3.80,6.97,"11,910",0.3,0.70,(3.8),12.6 ,27.7 ,2.04,2.11,2.26,2.42,2.59,11.42,13.1,0.89 ,10.6,-25.0,0.5,-13.5,,2012,0,8
Raymond James Financial Inc.,RJF,Financials,Capital Markets,7,653,-,-,80.50,1.69,0.3400,4,1.36,A17,0.3000,1-2-19,1-17-19,13.33,25.0 ,15.2 ,14.5 ,9.6 ,1.507 ,0.719,,21.12,12.50,9,6.44,1.49,1.51,1.84,13.00,49.10,8.25,20.10,8.39,"11,300",0.5,3.55,3.6 ,16.1 ,1.1 ,1.21,1.31,1.42,1.54,1.67,7.15,8.9,1.59 ,16.5,-21.2,5.2,-8.1,,2013,0,2.2
RE/MAX Holdings Inc.,RMAX,Real Estate,Real Estate Management & Development,5,794,-,-,41.72,1.92,0.2000,4,0.80,C21,0.1800,3-6-18,3-21-18,11.11,11.1 ,17.0 ,n/a,n/a,n/a,n/a,,24.39,12.72,12,3.28,n/a,3.50,1.56,3.70,139.10,2.27,11.80,n/a,740,0.3,0.48,n/a,n/a,(6.1),0.88,0.90,0.93,0.95,0.98,4.65,11.1,0.71 ,49.9,-31.9,26.0,-7.2,,2014,0,4.1
Regency Centers Corp.,REG,Real Estate,Equity Real Estate Investment Trusts (REITs),5,786,-,-,65.00,3.42,0.5550,4,2.22,C02,0.5300,2-16-18,3-2-18,4.72,5.7 ,4.6 ,3.7 ,(2.6),n/a,0.087,,154.17,45.14,12,1.44,4.96,9.79,1.69,3.90,-33.90,12.01,42.80,9.10,"10,780",0.5,0.57,(38.0),7.1 ,84.1 ,2.24,2.47,2.69,2.94,3.20,13.54,20.8,0.53 ,18.5,-2.8,6.4,5.4,,2014,0,2.3
Regions Financial Corp.,RF,Financials,Banks,6,737,Y,Y,15.17,3.69,0.1400,4,0.56,C29,0.0900,9-6-18,10-1-18,55.56,30.2 ,23.1 ,38.7 ,(10.5),n/a,6.040,,40.88,11.07,12,1.37,1.23,3.54,1.18,9.20,19.10,7.72,6.40,9.00,"15,540",0.1,0.39,31.3 ,42.3 ,(23.8),0.45,0.49,0.53,0.58,0.63,2.67,17.6,1.54 ,22.4,-24.9,2.2,-13.6,,2013,0,1.1
Reliance Steel & Aluminum Co.,RS,Materials,Metals & Mining,8,475,-,-,81.88,2.44,0.5000,4,2.00,C30,0.4500,3-15-18,3-30-18,11.11,11.1 ,7.7 ,9.7 ,17.5 ,0.554 ,13.830,,22.81,9.34,12,8.77,0.91,0.51,1.18,17.60,32.70,-16.58,0.70,10.23,"5,630",0.7,0.41,2.8 ,12.1 ,(30.0),2.20,2.22,2.44,2.69,2.96,12.51,15.3,1.15 ,19.3,-15.9,7.7,-3.9,,2011,0,10.4
ResMed Inc.,RMD,Health Care,Health Care Equipment & Supplies,7,624,-,-,95.17,1.56,0.3700,4,1.48,C21,0.3500,8-15-18,9-20-18,5.71,5.9 ,7.5 ,11.4 ,n/a,n/a,1.339,,44.98,28.93,6,3.29,2.91,7.00,7.14,15.70,31.10,10.26,8.50,9.96,"16,820",0.7,0.28,(16.0),12.9 ,203.0 ,1.58,1.74,1.92,2.11,2.32,9.67,10.2,0.79 ,8.6,-19.7,-13.1,-10.9,,2012,0,9.5
Resources Connection Inc.,RECN,Industrials,Professional Services,9,391,-,-,16.71,3.11,0.1300,4,0.52,C21,0.1200,8-22-18,9-20-18,8.33,8.7 ,11.6 ,14.0 ,n/a,n/a,4.657,,69.33,22.28,5,0.75,2.80,0.73,1.91,9.20,3.70,13.00,3.00,8.00,531,0.4,0.21,(5.2),17.1 ,37.5 ,0.52,0.57,0.62,0.67,0.72,3.09,18.5,1.17 ,31.4,-14.3,6.7,2.5,,2010,0,5.9
Retail Opportunity Investments Corp.,ROIC,Real Estate,Equity Real Estate Investment Trusts (REITs),9,356,-,-,17.57,4.44,0.1950,4,0.78,C29,0.1875,3-14-18,3-29-18,4.00,4.0 ,4.7 ,5.4 ,n/a,n/a,0.328,,229.41,51.68,12,0.34,6.38,6.70,1.65,3.60,12.00,1.85,16.40,8.00,"1,960",2.2,1.22,(41.8),9.8 ,94.7 ,0.86,0.87,0.94,1.02,1.10,4.80,27.3,0.74 ,13.8,-11.3,3.1,-2.7,,2010,0,1.4
Rexford Industrial Realty Inc.,REXR,Real Estate,Equity Real Estate Investment Trusts (REITs),6,711,-,-,33.6,1.90,0.16,4,0.64,A15,0.145,3-28-18,4-16-18,10.34,7.8 ,7.0 ,24.4 ,n/a,n/a,0.664,,145.45,76.36,12,0.44,7.71,15.21,1.93,2.60,32.60,-39.06,36.700 ,10.000 ,3060,0.1,0.47,(50.1),26.3 ,155.9 ,0.69,0.69,0.76,0.84,0.92,3.91,11.6,0.86,27.66,-0.86,6.85,7.14,,2013,0,1.5
Riverview Bancorp Inc,RVSB,Financials,Thrifts & Mortgage Finance,5,860,-,-,7.45,2.15,0.0400,4,0.16,A23,0.0350,1-7-19,1-22-19,14.29,52.9 ,49.8 ,n/a,n/a,n/a,n/a,,22.22,10.35,3,0.72,0.86,3.42,1.37,10.10,66.20,8.00,35.90,12.00,164,0.2,0.24,n/a,n/a,(20.6),0.14,0.15,0.17,0.19,0.21,0.86,11.5,0.64 ,36.5,-25.4,-2.2,-12.8,,2015,0,1.1
Rockwell Automation Inc.,ROK,Industrials,Electrical Equipment,9,402,N,Y,169.52,2.29,0.9700,4,3.88,C11,0.9200,11-8-18,12-10-18,5.43,17.0 ,10.9 ,11.8 ,12.1 ,0.970 ,1.226,,44.91,19.62,9,8.64,1.97,3.11,12.79,29.90,33.20,8.20,9.60,9.97,"20,700",0.7,1.10,(5.6),14.1 ,234.0 ,4.01,4.34,4.77,5.25,5.77,24.13,14.2,1.33 ,19.8,-16.0,5.8,-1.3,,2010,0,8.3
Royal Caribbean Cruises Ltd.,RCL,Consumer Discretionary,"Hotels, Restaurants & Leisure",8,536,-,-,120.05,2.33,0.7000,4,2.80,A11,0.6000,9-20-18,10-11-18,16.67,22.5 ,25.2 ,32.6 ,15.3 ,2.125 ,0.223,,33.25,14.26,12,8.42,1.19,2.69,2.21,16.40,27.00,12.40,146.20,12.00,"24,640",0.5,0.87,20.7 ,34.9 ,18.3 ,2.75,3.03,3.33,3.66,4.03,16.79,14.0,1.47 ,34.2,-11.0,13.7,7.7,,2011,0,7.3
Ruth's Hospitality Group Inc.,RUTH,Consumer Discretionary,"Hotels, Restaurants & Leisure",6,697,-,-,23.10,1.90,0.1100,4,0.44,C22,0.0900,3-7-18,3-22-18,22.22,22.2 ,22.4 ,29.7 ,n/a,n/a,0.986,,35.77,18.78,12,1.23,1.32,1.59,7.70,42.30,5.80,6.90,30.10,14.18,713,1.5,0.60,12.8 ,31.6 ,153.5 ,0.47,0.50,0.55,0.60,0.66,2.78,12.0,0.50 ,7.2,-32.0,-3.0,-15.9,,2013,0,15.4
Ryman Hospitality Properties Inc.,RHP,Real Estate,Equity Real Estate Investment Trusts (REITs),6,713,-,-,80.35,4.23,0.8500,4,3.40,A16,0.8000,3-29-18,4-16-18,6.25,6.3 ,9.5 ,17.4 ,n/a,n/a,0.337,,99.71,23.56,12,3.41,1.52,3.20,11.53,48.40,9.10,20.54,51.80,15.51,"4,030",1.4,0.00,(1.9),21.7 ,247.5 ,3.65,4.02,4.42,4.86,5.35,22.31,27.8,1.32 ,24.8,-10.7,10.1,0.4,,2013,0,6.9
S&T Bancorp Inc.,STBA,Financials,Banks,6,742,Y,Y,38.42,2.81,0.2700,4,1.08,B17,0.2500,10-31-18,11-15-18,8.00,20.7 ,10.7 ,10.2 ,(2.2),n/a,0.636,,37.37,13.29,12,2.89,1.33,4.79,1.45,9.70,20.80,7.69,16.00,10.00,"1,350",0.2,0.10,(0.3),13.0 ,(7.4),1.09,1.17,1.29,1.42,1.56,6.53,17.0,0.74 ,7.9,-19.6,-3.4,-10.4,,2013,0,1.2
Sabra Health Care REIT Inc.,SBRA,Real Estate,Equity Real Estate Investment Trusts (REITs),8,450,-,-,20.54,8.76,0.4500,4,1.80,B30,0.4300,11-14-17,11-30-17,4.65,4.0 ,4.0 ,5.8 ,n/a,n/a,0.265,2018 = Year 8,82.57,9.42,12,2.18,1.57,5.63,1.09,11.50,52.80,-25.27,21.80,6.00,"3,660",0.7,1.00,5.1 ,14.5 ,(32.4),1.98,2.00,2.12,2.25,2.38,10.73,52.2,0.90 ,30.8,-13.8,11.2,-0.9,,2012,0,5.6
Sanderson Farms Inc.,SAFM,Consumer Staples,Food Products,6,682,Y,Y,123.10,1.04,0.3200,4,1.28,A17,0.2400,10-2-17,10-17-17,33.33,23.1 ,13.3 ,12.5 ,8.6 ,1.452 ,n/a,FY Streak 2018 = Year 6,128.00,123.10,10,1.00,n/a,0.84,1.97,4.10,-91.60,334.50,-28.90,n/a,"2,700",5.0,0.00,(109.6),13.5 ,228.3 ,1.29,1.42,1.46,1.51,1.55,7.24,5.9,0.67 ,31.0,-9.8,14.7,17.2,,2014,0,3.5
Sandy Spring Bancorp Inc.,SASR,Financials,Banks,8,496,-,-,32.61,3.43,0.2800,4,1.12,B16,0.2600,5-8-18,5-16-18,7.69,5.8 ,6.9 ,11.4 ,1.4 ,8.347 ,1.100,,39.72,11.56,12,2.82,1.58,3.56,1.12,7.60,21.50,7.55,10.40,7.30,"1,150",0.1,0.04,3.3 ,14.9 ,(24.1),1.21,1.30,1.40,1.50,1.61,7.01,21.5,0.73 ,9.2,-25.7,-2.3,-14.5,,2011,0,0.9
Saul Centers Inc.,BFS,Real Estate,Equity Real Estate Investment Trusts (REITs),6,765,-,-,52.96,4.00,0.5300,4,2.12,A31,0.5200,1-16-19,1-31-19,1.92,2.0 ,7.2 ,7.6 ,1.0 ,7.511 ,0.415,,135.03,33.73,12,1.57,4.43,5.18,7.10,22.20,7.10,n/a,18.40,7.60,"1,170",0.2,6.06,(22.1),11.6 ,226.3 ,2.23,2.29,2.47,2.66,2.86,12.51,23.6,0.94 ,16.4,-12.7,4.0,1.3,,2014,0,2.4
SB Financial Group Inc.,SBFG,Financials,Banks,6,744,-,-,18.50,1.84,0.0850,4,0.34,B25,0.0800,11-8-18,11-23-18,6.25,14.3 ,17.0 ,21.7 ,(0.6),n/a,3.673,,25.19,13.70,12,1.35,n/a,3.27,1.06,11.00,7.50,2.44,5.90,n/a,123,0.8,0.09,9.8 ,23.5 ,(19.7),0.34,0.35,0.36,0.37,0.39,1.82,9.8,0.88 ,15.3,-9.9,4.9,-2.9,,2013,0,1.2
Schweitzer-Mauduit International Inc.,SWM,Materials,Paper & Forest Products,7,647,-,-,32.06,5.49,0.4400,4,1.76,C22,0.4300,11-29-18,12-21-18,2.33,2.4 ,4.0 ,6.5 ,19.1 ,0.342 ,n/a,,48.48,8.83,12,3.63,1.77,0.96,1.72,10.70,3.50,6.08,-3.20,5.00,985,0.6,1.13,3.2 ,12.0 ,(17.8),1.79,1.90,1.99,2.09,2.20,9.98,31.1,1.55 ,31.7,-31.1,13.0,-14.1,,2013,0,3.9
Scotts Miracle-Gro Company,SMG,Materials,Chemicals,9,386,-,-,74.35,2.96,0.5500,4,2.20,C08,0.5300,8-24-18,9-10-18,3.77,4.9 ,5.5 ,7.2 ,15.8 ,0.458 ,n/a,,150.68,50.92,9,1.46,5.60,1.55,11.60,13.60,-54.20,12.29,-10.00,9.10,"4,130",28.7,5.69,(40.8),10.2 ,412.4 ,2.18,2.40,2.62,2.86,3.12,13.17,17.7,0.73 ,28.3,-20.1,9.1,-2.8,,2010,0,1.9
Selective Insurance Group Inc.,SIGI,Financials,Insurance,5,849,-,-,60.92,1.31,0.2000,4,0.80,C1,0.1800,11-14-18,12-3-18,11.11,12.1 ,9.1 ,7.3 ,4.2 ,1.737 ,0.202,,25.97,19.78,12,3.08,1.61,1.39,2.07,9.60,18.00,18.24,36.20,12.26,"3,590",1.4,0.00,(11.2),8.6 ,34.9 ,0.81,0.90,0.98,1.08,1.19,4.97,8.2,0.93 ,13.8,-9.3,-1.2,0.6,,2014,0,2.1
Service Corp International,SCI,Consumer Discretionary,Diversified Consumer Services,8,474,-,-,42.92,1.58,0.1700,4,0.68,C30,0.1500,3-14-18,3-30-18,13.33,17.2 ,15.6 ,20.3 ,15.6 ,1.303 ,0.617,,24.55,15.49,12,2.77,1.28,2.43,5.22,34.10,219.40,9.75,32.90,12.10,"7,740",2.1,2.43,6.4 ,21.9 ,89.6 ,0.75,0.82,0.90,0.99,1.09,4.56,10.6,1.14 ,22.0,-8.9,0.5,5.8,,2011,0,3.9
ServisFirst Bancshares Inc.,SFBS,Financials,Banks,6,759,-,-,33.75,1.78,0.1500,4,0.60,A13,0.1100,12-31-18,1-11-19,36.36,100.0 ,48.9 ,n/a,n/a,n/a,n/a,,25.97,14.61,12,2.31,n/a,5.83,2.63,17.50,16.90,5.88,16.40,n/a,"1,800",9.8,0.10,n/a,n/a,30.7 ,0.42,0.44,0.46,0.47,0.48,2.27,6.7,1.41 ,12.9,-24.9,-2.3,-14.9,,2014,0,1.6
Shenandoah Telecommunications,SHEN,Communication Services,Wireless Telecommunication Services,6,745,-,-,47.63,0.57,0.2700,1,0.27,Dec,0.2600,11-8-18,11-30-18,3.85,3.8 ,4.0 ,8.4 ,6.1 ,1.395 ,n/a,,34.62,61.06,12,0.78,2.52,3.78,5.30,9.00,-30.80,43.84,-5.60,24.40,"2,350",0.8,1.75,(52.1),9.0 ,279.3 ,0.27,0.30,0.33,0.36,0.40,1.66,3.5,0.52 ,59.2,-7.4,1.6,23.7,,2014,0,2.5
Shoe Carnival Inc.,SCVL,Consumer Discretionary,Specialty Retail,7,617,-,-,36.88,0.87,0.0800,4,0.32,A17,0.0750,7-6-18,7-23-18,6.67,6.9 ,7.4 ,6.2 ,n/a,n/a,n/a,,13.39,15.43,1,2.39,1.54,0.55,1.80,10.70,11.30,9.83,-0.20,10.00,572,0.2,0.00,(8.4),7.0 ,11.1 ,0.34,0.37,0.41,0.45,0.50,2.08,5.6,0.81 ,75.5,-18.0,1.3,7.0,,2012,0,7.4
Sierra Bancorp,BSRR,Financials,Banks,7,658,-,-,26.60,2.71,0.1800,4,0.72,B15,0.1600,1-30-19,2-14-19,12.50,14.3 ,15.1 ,19.7 ,(0.6),n/a,0.910,,37.50,13.85,12,1.92,1.73,3.89,1.54,9.50,20.40,5.88,21.70,8.00,395,7.3,0.13,8.6 ,22.4 ,(2.6),0.70,0.75,0.81,0.87,0.94,4.06,15.3,0.84 ,16.0,-14.7,2.6,-5.0,,2013,0,1
Signet Jewelers Limited,SIG,Consumer Discretionary,Specialty Retail,8,500,-,-,24.36,6.08,0.3700,4,1.48,C01,0.3100,5-3-18,6-1-18,19.35,19.3 ,19.1 ,20.0 ,(0.3),n/a,3.514,"Bermuda,US$",n/a,n/a,1,-6.84,n/a,0.20,0.93,-12.90,-17.20,-10.85,5.70,7.00,"1,250",0.3,0.73,n/a,26.1 ,n/a,1.43,1.45,1.55,1.66,1.77,7.87,32.3,1.23 ,3.1,-65.7,-34.2,-51.8,,2011,0,-4.5
Simmons First National Corp.,SFNC,Financials,Banks,8,575,-,-,24.74,2.59,0.1600,4,0.64,A05,0.1500,3-14-19,4-5-19,6.67,16.2 ,8.1 ,6.7 ,4.0 ,1.702 ,0.923,,27.47,10.62,12,2.33,2.13,3.30,1.05,7.20,-25.40,7.66,7.30,5.00,"2,240",1.3,0.17,(1.3),9.3 ,(29.6),0.58,0.63,0.66,0.69,0.72,3.28,13.2,1.11 ,9.3,-26.0,-4.7,-14.9,,2012,0,1
Simon Property Group Inc.,SPG,Real Estate,Equity Real Estate Investment Trusts (REITs),9,384,N,Y,182.12,4.39,2.0000,4,8.00,B28,1.9500,8-16-18,8-31-18,2.56,10.5 ,9.3 ,12.6 ,8.8 ,1.420 ,1.532,,108.11,24.61,12,7.40,2.86,10.27,16.86,66.60,6.30,-0.76,8.20,8.60,"57,750",0.5,7.09,(7.7),17.0 ,329.4 ,8.40,8.48,9.21,10.00,10.86,46.96,25.8,0.53 ,24.9,-4.9,3.0,5.5,,2010,0,7.3
Simpsom Manufacturing Co.,SSD,Industrials,Building Products,5,821,-,-,61.38,1.43,0.2200,4,0.88,A25,0.2100,7-2-18,7-25-18,4.76,10.3 ,12.7 ,11.5 ,8.0 ,1.440 ,0.647,,32.35,22.57,12,2.72,4.52,2.65,3.1,14.2,5.5,19.29,17.7,5,2840,9.81,0,(9.7),12.9 ,76.3 ,0.91,1.00,1.05,1.10,1.16,5.21,8.5,1.6,23.9,-21.67,8.95,-3,,2014,0,11.9
Sinclair Broadcast Group Inc.,SBGI,Communication Services,Media,8,552,-,-,30.81,2.60,0.2000,4,0.80,C15,0.1800,11-29-18,12-17-18,11.11,2.8 ,3.9 ,4.3 ,(0.5),n/a,0.382,,26.85,10.34,12,2.98,n/a,1.03,1.94,36.00,16.10,-40.08,11.20,n/a,"2,970",3.2,2.47,(3.5),6.9 ,(5.6),0.81,0.82,0.85,0.87,0.90,4.25,13.8,1.35 ,22.6,-20.7,4.8,5.5,,2012,0,8.7
Six Flags Entertainment Corp.,SIX,Consumer Discretionary,"Hotels, Restaurants & Leisure",9,400,-,-,61.59,5.33,0.8200,4,3.28,C05,0.7800,11-28-18,12-10-18,5.13,12.9 ,13.9 ,11.7 ,n/a,n/a,n/a,,133.88,25.14,12,2.45,3.99,3.55,n/a,-49.40,70.60,9.28,-7.30,6.30,"5,150",4.5,n/a,(8.1),17.0 ,n/a,3.48,3.80,4.04,4.29,4.56,20.17,32.7,1.23 ,23.7,-16.1,4.7,-3.8,,2010,0,11.6
Skyworks Solutions Inc.,SWKS,Information Technology,Semiconductors & Semiconductor Equipment,5,830,-,-,73.04,2.08,0.3800,4,1.52,C15,0.3200,8-6-18,8-27-18,18.75,16.7 ,21.5 ,n/a,n/a,n/a,n/a,,23.97,11.52,12,6.34,1.03,3.37,3.18,22.7,17.2,9.5,34.4,11.18,13020,0.2,0,n/a,n/a,27.6 ,1.54,1.69,1.85,2.04,2.24,9.37,12.8,0.69,21.5,-37.02,5.95,-15.91,,2014,0,19.4
SL Green Realty Corp.,SLG,Real Estate,Equity Real Estate Investment Trusts (REITs),8,559,N,N,92.43,3.68,0.8500,4,3.40,A16,0.8125,12-31-18,1-15-19,4.62,4.8 ,10.6 ,19.7 ,0.3 ,63.084 ,n/a,,128.79,35.01,12,2.64,n/a,6.44,1.32,4.50,-62.60,2.48,-7.90,-10.84,"7,910",0.3,0.93,(11.6),23.4 ,43.3 ,3.28,3.36,3.40,3.43,3.47,16.94,18.3,1.31 ,20.4,-13.2,4.9,-3.7,,2012,0,2
Snap-on Inc.,SNA,Industrials,Machinery,9,403,N,N,165.99,2.29,0.9500,4,3.80,C08,0.8200,11-19-18,12-10-18,15.85,15.6 ,15.7 ,16.6 ,11.0 ,1.511 ,1.270,,33.87,14.79,12,11.22,1.53,2.26,2.95,20.60,4.80,6.57,13.10,9.70,"9,250",1.1,0.35,4.1 ,18.9 ,39.3 ,3.57,3.81,4.18,4.58,5.03,21.17,12.8,1.32 ,22.7,-12.4,6.7,2.6,,2011,0,12
